staging_inventory_id,source_filename,topic_family,script_role,permanent_document_id_status,lineage_preserved,management_action
tbt-source-039-portable-heaters,tbt-source-039-portable-heaters-v3-0-draft.docx,FIRE_HOT_WORK,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-040-preparing-for-an-emergency,tbt-source-040-preparing-for-an-emergency-v3-0-draft.docx,EMERGENCY_FIRST_AID,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-041-portable-heaters-staying-warm-and-safe,tbt-source-041-portable-heaters-staying-warm-and-safe-v3-0-draft.docx,FIRE_HOT_WORK,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-042-safety-on-the-small-job,tbt-source-042-safety-on-the-small-job-v3-0-draft.docx,PUBLIC_PROJECT_INTERFACE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-043-safety-for-home-builders,tbt-source-043-safety-for-home-builders-v3-0-draft.docx,PUBLIC_PROJECT_INTERFACE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-044-paints-finishes-and-coatings,tbt-source-044-paints-finishes-and-coatings-v3-0-draft.docx,HAZCOM_CHEMICALS,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-045-demolition,tbt-source-045-demolition-v3-0-draft.docx,CONSTRUCTION_OPERATIONS,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-046-demolition-dangers,tbt-source-046-demolition-dangers-v3-0-draft.docx,CONSTRUCTION_OPERATIONS,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-047-welding-and-cutting-safety,tbt-source-047-welding-and-cutting-safety-v3-0-draft.docx,FIRE_HOT_WORK,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-048-concrete,tbt-source-048-concrete-v3-0-draft.docx,CONSTRUCTION_OPERATIONS,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-049-concrete-and-form-work,tbt-source-049-concrete-and-form-work-v3-0-draft.docx,CONSTRUCTION_OPERATIONS,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-050-roofing,tbt-source-050-roofing-v3-0-draft.docx,FALL_PROTECTION,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-051-roofing-safety,tbt-source-051-roofing-safety-v3-0-draft.docx,FALL_PROTECTION,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-052-motor-vehicles-and-your-safety,tbt-source-052-motor-vehicles-and-your-safety-v3-0-draft.docx,TRAFFIC_MOBILE_EQUIPMENT,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-053-defensive-driving-i,tbt-source-053-defensive-driving-i-v3-0-draft.docx,TRAFFIC_MOBILE_EQUIPMENT,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-054-defensive-driving-ii,tbt-source-054-defensive-driving-ii-v3-0-draft.docx,TRAFFIC_MOBILE_EQUIPMENT,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-055-road-construction-ahead,tbt-source-055-road-construction-ahead-v3-0-draft.docx,TRAFFIC_MOBILE_EQUIPMENT,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-056-work-zone-safety-i,tbt-source-056-work-zone-safety-i-v3-0-draft.docx,TRAFFIC_MOBILE_EQUIPMENT,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-057-work-zone-safety-ii,tbt-source-057-work-zone-safety-ii-v3-0-draft.docx,TRAFFIC_MOBILE_EQUIPMENT,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-058-heavy-equipment,tbt-source-058-heavy-equipment-v3-0-draft.docx,TOOLS_EQUIPMENT,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-059-equipment-dangers,tbt-source-059-equipment-dangers-v3-0-draft.docx,TOOLS_EQUIPMENT,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-060-construction-forklifts,tbt-source-060-construction-forklifts-v3-0-draft.docx,TOOLS_EQUIPMENT,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-061-excavation-safety-can-you-dig-it,tbt-source-061-excavation-safety-can-you-dig-it-v3-0-draft.docx,CONSTRUCTION_OPERATIONS,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-062-utility-hazards-underground-and-overhead,tbt-source-062-utility-hazards-underground-and-overhead-v3-0-draft.docx,CONSTRUCTION_OPERATIONS,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-063-underground-utilities,tbt-source-063-underground-utilities-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-064-first-aid,tbt-source-064-first-aid-v3-0-draft.docx,EMERGENCY_FIRST_AID,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-065-first-aid-kits,tbt-source-065-first-aid-kits-v3-0-draft.docx,EMERGENCY_FIRST_AID,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-066-first-aid-for-eye-injuries,tbt-source-066-first-aid-for-eye-injuries-v3-0-draft.docx,EMERGENCY_FIRST_AID,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-067-preventing-cuts-it-s-all-in-your-hands,tbt-source-067-preventing-cuts-it-s-all-in-your-hands-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-068-it-s-just-a-little-cut,tbt-source-068-it-s-just-a-little-cut-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-069-what-to-do-when-someone-is-injured,tbt-source-069-what-to-do-when-someone-is-injured-v3-0-draft.docx,EMERGENCY_FIRST_AID,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-070-bloodborne-pathogens,tbt-source-070-bloodborne-pathogens-v3-0-draft.docx,EMERGENCY_FIRST_AID,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-071-burns-i,tbt-source-071-burns-i-v3-0-draft.docx,EMERGENCY_FIRST_AID,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-072-burns-ii,tbt-source-072-burns-ii-v3-0-draft.docx,EMERGENCY_FIRST_AID,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-073-prompt-care-can-prevent-infection,tbt-source-073-prompt-care-can-prevent-infection-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-074-plan-safety-into-your-day,tbt-source-074-plan-safety-into-your-day-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-075-housekeeping-i,tbt-source-075-housekeeping-i-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-076-housekeeping-ii,tbt-source-076-housekeeping-ii-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-077-accident-investigation,tbt-source-077-accident-investigation-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-078-a-safe-state-of-mind,tbt-source-078-a-safe-state-of-mind-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-079-save-attitudes-save-lives,tbt-source-079-save-attitudes-save-lives-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-080-supervisor-for-the-day,tbt-source-080-supervisor-for-the-day-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-081-your-safety-attitude,tbt-source-081-your-safety-attitude-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-082-first-day-on-the-job-i,tbt-source-082-first-day-on-the-job-i-v3-0-draft.docx,PUBLIC_PROJECT_INTERFACE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-083-first-day-on-the-job-ii,tbt-source-083-first-day-on-the-job-ii-v3-0-draft.docx,PUBLIC_PROJECT_INTERFACE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-084-harassment-and-discrimination,tbt-source-084-harassment-and-discrimination-v3-0-draft.docx,PUBLIC_PROJECT_INTERFACE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-085-bad-habits-and-how-to-change-them,tbt-source-085-bad-habits-and-how-to-change-them-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-086-unsafe-acts,tbt-source-086-unsafe-acts-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-087-horseplay,tbt-source-087-horseplay-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-088-practical-jokes-games-and-contests,tbt-source-088-practical-jokes-games-and-contests-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-089-stress-management,tbt-source-089-stress-management-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-090-partners-in-safety-your-coworkers-and-you,tbt-source-090-partners-in-safety-your-coworkers-and-you-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-091-msds-i,tbt-source-091-msds-i-v3-0-draft.docx,HAZCOM_CHEMICALS,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-092-msds-ii,tbt-source-092-msds-ii-v3-0-draft.docx,HAZCOM_CHEMICALS,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-093-hazardous-materials,tbt-source-093-hazardous-materials-v3-0-draft.docx,HAZCOM_CHEMICALS,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-094-electrical-safety-i,tbt-source-094-electrical-safety-i-v3-0-draft.docx,ELECTRICAL,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-095-electrical-safety-ii,tbt-source-095-electrical-safety-ii-v3-0-draft.docx,ELECTRICAL,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-096-grounding-portable-electric-tools,tbt-source-096-grounding-portable-electric-tools-v3-0-draft.docx,TOOLS_EQUIPMENT,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-097-extend-your-knowledge-of-extension-cord-safety,tbt-source-097-extend-your-knowledge-of-extension-cord-safety-v3-0-draft.docx,ELECTRICAL,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-098-distractions,tbt-source-098-distractions-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-099-protecting-the-public,tbt-source-099-protecting-the-public-v3-0-draft.docx,PUBLIC_PROJECT_INTERFACE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-100-kids-and-construction,tbt-source-100-kids-and-construction-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-101-a-rock-and-a-hard-place,tbt-source-101-a-rock-and-a-hard-place-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-102-don-t-make-these-mistakes,tbt-source-102-don-t-make-these-mistakes-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-103-housekeeping-and-cleanliness,tbt-source-103-housekeeping-and-cleanliness-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-104-safety-never-takes-a-break,tbt-source-104-safety-never-takes-a-break-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-105-cell-phones,tbt-source-105-cell-phones-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-106-safe-and-sober,tbt-source-106-safe-and-sober-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-107-substance-abuse,tbt-source-107-substance-abuse-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-108-security-and-theft-protection,tbt-source-108-security-and-theft-protection-v3-0-draft.docx,HOUSEKEEPING_BEHAVIOR,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-109-hot-weather-safety,tbt-source-109-hot-weather-safety-v3-0-draft.docx,WEATHER_HEALTH,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-110-be-cool-this-summer,tbt-source-110-be-cool-this-summer-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-111-severe-weather,tbt-source-111-severe-weather-v3-0-draft.docx,WEATHER_HEALTH,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-112-storm-watch-be-prepared,tbt-source-112-storm-watch-be-prepared-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-113-wind-rain-and-lightning,tbt-source-113-wind-rain-and-lightning-v3-0-draft.docx,WEATHER_HEALTH,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-114-cold-weather-safety,tbt-source-114-cold-weather-safety-v3-0-draft.docx,WEATHER_HEALTH,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-115-cold-weather,tbt-source-115-cold-weather-v3-0-draft.docx,WEATHER_HEALTH,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-116-skin-cancer,tbt-source-116-skin-cancer-v3-0-draft.docx,WEATHER_HEALTH,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-117-stay-cool-when-it-s-hot,tbt-source-117-stay-cool-when-it-s-hot-v3-0-draft.docx,WEATHER_HEALTH,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-118-staying-cool-in-hot-weather,tbt-source-118-staying-cool-in-hot-weather-v3-0-draft.docx,WEATHER_HEALTH,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-119-ergonomics-i,tbt-source-119-ergonomics-i-v3-0-draft.docx,ERGONOMICS_MATERIAL_HANDLING,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-120-ergonomics-ii,tbt-source-120-ergonomics-ii-v3-0-draft.docx,ERGONOMICS_MATERIAL_HANDLING,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-121-proper-lifting-techniques,tbt-source-121-proper-lifting-techniques-v3-0-draft.docx,ERGONOMICS_MATERIAL_HANDLING,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-122-give-your-back-a-break,tbt-source-122-give-your-back-a-break-v3-0-draft.docx,ERGONOMICS_MATERIAL_HANDLING,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-123-lift-properly,tbt-source-123-lift-properly-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-124-material-handling-i,tbt-source-124-material-handling-i-v3-0-draft.docx,ERGONOMICS_MATERIAL_HANDLING,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-125-material-handling-ii,tbt-source-125-material-handling-ii-v3-0-draft.docx,ERGONOMICS_MATERIAL_HANDLING,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-126-handling-materials,tbt-source-126-handling-materials-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-127-store-it-stack-it-and-secure-it,tbt-source-127-store-it-stack-it-and-secure-it-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-128-storage-of-flammables,tbt-source-128-storage-of-flammables-v3-0-draft.docx,ERGONOMICS_MATERIAL_HANDLING,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-129-think-before-you-lift,tbt-source-129-think-before-you-lift-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-130-preventing-back-injuries,tbt-source-130-preventing-back-injuries-v3-0-draft.docx,EMERGENCY_FIRST_AID,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-131-personal-protective-equipment,tbt-source-131-personal-protective-equipment-v3-0-draft.docx,TOOLS_EQUIPMENT,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-132-hard-hats-i,tbt-source-132-hard-hats-i-v3-0-draft.docx,PPE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-133-hard-hats-ii,tbt-source-133-hard-hats-ii-v3-0-draft.docx,PPE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-134-eye-protection,tbt-source-134-eye-protection-v3-0-draft.docx,PPE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-135-safety-as-far-as-the-eye-can-see,tbt-source-135-safety-as-far-as-the-eye-can-see-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-136-noise-and-your-hearing,tbt-source-136-noise-and-your-hearing-v3-0-draft.docx,PPE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-137-now-hear-this,tbt-source-137-now-hear-this-v3-0-draft.docx,GENERAL_FIELD_SAFETY,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-138-breathing-easy,tbt-source-138-breathing-easy-v3-0-draft.docx,PPE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-139-hand-injuries,tbt-source-139-hand-injuries-v3-0-draft.docx,EMERGENCY_FIRST_AID,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-140-preventing-hand-injuries,tbt-source-140-preventing-hand-injuries-v3-0-draft.docx,EMERGENCY_FIRST_AID,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
tbt-source-141-foot-protection,tbt-source-141-foot-protection-v3-0-draft.docx,PPE,ALTERNATE_SCRIPT_CANDIDATE,NOT_LOCKED,YES,Topic-family review before permanent numbering
