controlled_path,inventory_record_id,permanent_document_id,document_id_status,enterprise_uid,package,version,lifecycle_status,supersession_status,operational_validity,archive_status,docx_present,pdf_present,pdf_physical_pages,page_number_format,chapter_labels,owner_position,schema_version,build_unit,docx_sha256,pdf_sha256
06-tbt-library/tbt-01-15-mental-health-and-fatigue-awareness-v1-0-draft.docx,tbt-01-15-mental-health-and-fatigue-awareness,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,0cdbe366dfee855372fb631682eb3dbc428d348df40d622c8c80d3b02b11d9f7,7f41fa5e43affc933a16ec87b2bd9cc548dbf074cd45846b8faa4dc3a6d87e51
06-tbt-library/tbt-01-16-wind-safety-crane-limits-v1-0-draft.docx,tbt-01-16-wind-safety-crane-limits,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,7,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,b02db32ba62075a8932ea5a6d6dca09617a791b9c8aaea9b783ee599a237e8e4,4a1fc133aa1be34b418e0fa085c0e8d1406ef9dbe85d98a0f1cd245e867e02d9
06-tbt-library/tbt-01-17-fall-protection-elevated-work-v1-0-draft.docx,tbt-01-17-fall-protection-elevated-work,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,8,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,32aefe2d7a2ba5a8e59a5d5f850a8711731db01ebe343f298f42eddbe0d44d99,fca3914a41fdad5cf87887bee3bda48207f2abf2cc057deef478fa8913f7cbce
06-tbt-library/tbt-01-18-confined-space-entry-rebuilt-v1-0-draft.docx,tbt-01-18-confined-space-entry-rebuilt,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,8,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,e2d937ef634d5c3759f827c0694fe26bc58cfbd8ee143d2e71716445393ede86,c341116be2778a521fcd21afa3f31ba22fc14bc1cc4294f8cdc1ca3c768fd8a0
06-tbt-library/tbt-01-19-fall-protection-confined-spaces-v1-0-draft.docx,tbt-01-19-fall-protection-confined-spaces,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,8,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,0d53eb20d9dc857a8639d26dbd52b04505c1db87373b8e5b118f7d7023105671,894a65f1734f4e82eed3120e1af863cee71c895cb5687be0236b557975756343
06-tbt-library/tbt-02-01-demolition-and-structural-stability-v1-0-draft.docx,tbt-02-01-demolition-and-structural-stability,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,0335e04964de0e10999dbaf62301e22684f255fd54bdc90d90d6351de83aa36a,6a71268767e31cdfc7646a8700cdef9a85fbaa032719bf3dc0a51048beef6342
06-tbt-library/tbt-03-01-concrete-pouring-and-silica-exposure-v1-0-draft.docx,tbt-03-01-concrete-pouring-and-silica-exposure,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,91992804e201fe2684101bbbe8c53f4a88983006ec959720acb7df069c6169b5,7b72b81d270b6cf9f4cc75300aa7eb8d149dcc26639483051936d5b0780d75b4
06-tbt-library/tbt-03-02-pre-cast-concrete-and-tilt-up-operations-v1-0-draft.docx,tbt-03-02-pre-cast-concrete-and-tilt-up-operations,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,b738b0a69e9d5f09ea0abf09e6dd823905edf301fb73942f2ed4b2f6b97abef2,b1bcef68ca1016952c0762c4da7794e3f916fb73291046aa617932c5b5f0fa5a
06-tbt-library/tbt-03-03-concrete-pump-truck-operations-v1-0-draft.docx,tbt-03-03-concrete-pump-truck-operations,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,24e4071fc48997e4f24822a28e275605bfbb42be7c72d97e03681c66335eb1ef,f8efe18ee6feac72633e6b191308433ee09a0d3683db37cb161f292c1f31762e
06-tbt-library/tbt-03-04-concrete-formwork-and-rebar-impalement-v1-0-draft.docx,tbt-03-04-concrete-formwork-and-rebar-impalement,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,c1cb61ad515ee3c8d7888a1d82fae09c7d3e22b78fcf7d8a92ebcca52f127554,ec65b2e9f0f2a55b2b24a9ecfa6983ddab4171e2cba03dfd8c846b682692cf6c
06-tbt-library/tbt-04-01-masonry-wall-bracing-and-scaffolding-v1-0-draft.docx,tbt-04-01-masonry-wall-bracing-and-scaffolding,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,4266a4e8d82e4a20a2569f5621b4c60048d7320d95277e15048e6a444c1e2f50,9179f86c0c3abc702d30200bb21c6d82176b4b0be000edfd2452d3516f2562f2
06-tbt-library/tbt-04-02-masonry-saw-operations-and-kickback-v1-0-draft.docx,tbt-04-02-masonry-saw-operations-and-kickback,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,cc42ff4840c1e8dd165bdc68e8068854d5090c6a42e8908a8aca386f88a6efad,558ce7a23c74214d07f944f1089cfbae600e8373bdba9ee617111305a5d675a1
06-tbt-library/tbt-05-01-steel-erection-and-decking-safety-v1-0-draft.docx,tbt-05-01-steel-erection-and-decking-safety,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,133e137e92414634149cdbd8139f97098b30e11a6e0ab6427e3acfc6acda388f,483cf97df86afc8a8b07544b2c6dbfdc9bcd8b50ea76809f4987594b002e7a0d
06-tbt-library/tbt-05-02-hot-work-and-welding-fire-watch-v1-0-draft.docx,tbt-05-02-hot-work-and-welding-fire-watch,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,bbef6b983b890af731e8459d5bebe9adb9a68cc4915c578bb5e90ce02a9e4340,ef32a61f01dbf4a34c2502735235b910187a2aae1c79c31c77094446db16fc78
06-tbt-library/tbt-05-03-structural-steel-bolting-and-torquing-v1-0-draft.docx,tbt-05-03-structural-steel-bolting-and-torquing,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,4cb415bc98088ca9533b4a159e9b6dcb9e879dda7a8c8dc0bbfbef139326a7b7,8844bb099d917d27cea04bed192879b3bf343a7bd4f76659f90c9b0c8139f976
06-tbt-library/tbt-05-04-metal-decking-and-controlled-access-zones-v1-0-draft.docx,tbt-05-04-metal-decking-and-controlled-access-zones,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,c9d86572d0f97337331b499189479433413b1c28a76529a0c8e20dd9370cad1a,7f3fcff5841fbbd2e5197c1f347996584f5351413eedfbe80acae279c830e79a
06-tbt-library/tbt-06-01-rough-carpentry-and-pneumatic-tools-v1-0-draft.docx,tbt-06-01-rough-carpentry-and-pneumatic-tools,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,6f4cee4684b17b35e0b619af4f10a27038e23a8080f0642fcf03987dd00fd2d1,3bb3f8dddd1b5b7421be011c20fa9b40460b8027faef32d433c9cf070f2e8443
06-tbt-library/tbt-06-02-wood-truss-installation-and-bracing-v1-0-draft.docx,tbt-06-02-wood-truss-installation-and-bracing,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,4d86fddc5261e5ee50bfdfe10d6f2d46039efb0f2a5ab38437027064aebc752f,f0367f9c46077763f705ba6524143ec9657bb91f9de7fc5c2a07542f2932f06a
06-tbt-library/tbt-07-01-leading-edge-work-and-barricades-v1-0-draft.docx,tbt-07-01-leading-edge-work-and-barricades,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,6d4f207dc18dd5dbd2f058fa8ddb9dc0107852617e01cceafb779147346aeab0,e30628e582f465ce6d673bc64ced60de2179b38a257cd09cd3dce9fd85ecf4cf
06-tbt-library/tbt-07-02-roofing-hot-asphalt-and-kettle-safety-v1-0-draft.docx,tbt-07-02-roofing-hot-asphalt-and-kettle-safety,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,44b87911eb95a4617257ddfb122a84673264b78be6f8d4da18827720b1398985,a492d4fcda492c4271a574e5f50c4e837c036823d01fb2d3f2fd8607ba49c29a
06-tbt-library/tbt-07-03-waterproofing-solvents-and-confined-vapors-v1-0-draft.docx,tbt-07-03-waterproofing-solvents-and-confined-vapors,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,f57a7880dfc7594b814917979b50199beed3954029bede088a68788ac14572c3,d88643fda600da14aa52bc66bb8e7575d2585a16a8bb7b1e1efbaca5401198a7
06-tbt-library/tbt-08-01-ladder-safety-and-three-point-contact-v1-0-draft.docx,tbt-08-01-ladder-safety-and-three-point-contact,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,ed5a5c4f0099768d92436ff955655ec1df84111decfff64f30057bb4602c90bd,d485d67100f4c17e59ee58a8d03e2e2524852b621d6c282e11472c75e5d17e16
06-tbt-library/tbt-08-02-heavy-door-and-frame-installation-v1-0-draft.docx,tbt-08-02-heavy-door-and-frame-installation,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,496fc75fc04426e10c14ee7bab49352f701e5c0efa6c3e85e0728dde82216cf3,bbbcd8d363f52efbf2d477efe9ab7b50e3e81bb3d08edde179ae0518b61d5553
06-tbt-library/tbt-09-01-powder-actuated-tools-ramset-v1-0-draft.docx,tbt-09-01-powder-actuated-tools-ramset,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,7901a093c618c7815d33c23a0a0645f71dfa8221d23437efce68520ec9e66b3e,a7fb46818ac71b3296fa4b454e5700da8ea722535a5e28adcb2fee6d0ceb3b11
06-tbt-library/tbt-09-02-drywall-dust-and-stilts-safety-v1-0-draft.docx,tbt-09-02-drywall-dust-and-stilts-safety,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,50516c0fac94532f407e07dc994e63e7f50309c25444704957cd0fd35525890b,f141b6918ac3591b8bd7e07d99c817ef78ebe781e9841d6ddc1bf93ff2977170
06-tbt-library/tbt-09-03-painting-scaffolds-and-chemical-storage-v1-0-draft.docx,tbt-09-03-painting-scaffolds-and-chemical-storage,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,89319a2b717b896ab050ca394488127bb3b1013253050d71efcd14c6c2ea23e4,2e03a3c2cc8f2953021b8a9ca3a732010c485664d70b88880f0f8d1ef6a420b6
06-tbt-library/tbt-10-01-installation-of-heavy-specialties-lockers-partitions-v1-0-draft.docx,tbt-10-01-installation-of-heavy-specialties-lockers-partitions,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,7900700c05f2fe43e3103cc1203b5b8d60fadfbf491eb9a62d5db34d76d4f461,32fd6728a9593fd3a41965b2835856e9a6d06be3748e5b8ab7b1f512b3547fc8
06-tbt-library/tbt-10-02-signage-and-wayfinding-installation-heights-v1-0-draft.docx,tbt-10-02-signage-and-wayfinding-installation-heights,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,4a1fb685c6ee7322b53597b728a098b928ff9477f236180179131605ea56d1df,0269124efd5eb6f7eb15386648fbad9924733adb9b9f7ed7bcbaed43dd5c162c
06-tbt-library/tbt-11-01-ariel-lifts-mewp-and-fall-restraint-v1-0-draft.docx,tbt-11-01-ariel-lifts-mewp-and-fall-restraint,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,9bcffc79624c745ca18f6f83fff4124341028549a8b6fa6041798afe61d8f776,1ae2b30d0a7cbbb96305411cb951c5f4bdff1a013cdb3774f58aeea7b5456353
06-tbt-library/tbt-11-02-equipment-mobilization-and-site-setup-v1-0-draft.docx,tbt-11-02-equipment-mobilization-and-site-setup,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,b33d3a29f6522edd9a8add8e10b63dec2f364a488884b9618a8322afccb74862,78e6809e9c55ac58283d620e52f70b38b96055ebdfe72717bbf5b1eb04a5d703
06-tbt-library/tbt-11-03-heavy-equipment-blind-spots-v1-0-draft.docx,tbt-11-03-heavy-equipment-blind-spots,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,8200007a66783c807b5a0fdf2066b5dd1d6bd60a66ca99d26f181fca120adea0,176e2ae24697a5ce4211830dc3a1c7167efc2be6cb85ff62d0ddda0ec5e7826b
06-tbt-library/tbt-11-04-warehouse-forklift-operations-v1-0-draft.docx,tbt-11-04-warehouse-forklift-operations,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,73bee662859fe2181c4366c7923c7453d6d142ed40fb6d09210e07f82227f43f,273b38a2207654c1fdfb039c1353f90d622913cc34e2f9ebd8209874028b606c
06-tbt-library/tbt-11-05-manual-material-handling-and-ergonomics-v1-0-draft.docx,tbt-11-05-manual-material-handling-and-ergonomics,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,a2cd6e8474b4f43772e7dc5cd0c2442f4eca17001e527cf87796c02e6b848921,01b2739cde855f96114ce802f2a2be20c92c404dc21700991668f3320b0eec2d
06-tbt-library/tbt-11-06-commercial-kitchen-equipment-rigging-v1-0-draft.docx,tbt-11-06-commercial-kitchen-equipment-rigging,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,722d178d363c6ad1e0f721cc8351a1d6bc81e328b5444890c4fa233384ced5b2,3031f1b5d36c389d473148c5cfb23c5fcdffe3753e426b396f54562ada77e5e7
06-tbt-library/tbt-12-01-casework-and-cabinetry-installation-v1-0-draft.docx,tbt-12-01-casework-and-cabinetry-installation,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,bd92ccaf6bf656847570a047d71b181cd487cab2af5f492bfef8f827d0b80fa3,a42e00cdbb279abdc6224252f99e53ce94992e93f5032985253d8a32ac69e9ef
06-tbt-library/tbt-13-01-pre-engineered-metal-buildings-pemb-v1-0-draft.docx,tbt-13-01-pre-engineered-metal-buildings-pemb,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,a10783922a6e2a1605c80b45e84a00f241ea7a1d219252052c9bf5e9c0a7b8d9,8717bdaca6b4b8bf730ec1c1a810c1a8ceb6d1b2b5bd94e6babc5605eb80f11f
06-tbt-library/tbt-14-01-crane-operations-and-critical-lifts-v1-0-draft.docx,tbt-14-01-crane-operations-and-critical-lifts,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,89d7f92309e88f58adca15109cbc73db4e7a373db997fce8433e22741dc85f69,c0b72f5c5136d68acfe14be22bdb76fb8faea7c9eb8c38a0d5a55bde17380ecd
06-tbt-library/tbt-14-02-elevator-shaft-fall-protection-v1-0-draft.docx,tbt-14-02-elevator-shaft-fall-protection,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,ffc54ac08a167f9d13730fef92182eb1869fd22dd9f88132693260e8a8020fac,b7dd1ecee54ddb9b4769acef3388f632fea904c68effa6ff6ee32932bb8a5e99
06-tbt-library/tbt-21-01-sprinkler-pipe-fitting-and-overhead-work-v1-0-draft.docx,tbt-21-01-sprinkler-pipe-fitting-and-overhead-work,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,e70a366e99e02ef5d58f2b292cbbe2de8ceb55026e239e5d858e85febe316e1d,fb96a31803dcf6dfe3a6d44c845d9ec67efe9a26e12ed7060577a8c42888472a
06-tbt-library/tbt-21-02-fire-pump-installation-and-hydrostatic-testing-v1-0-draft.docx,tbt-21-02-fire-pump-installation-and-hydrostatic-testing,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,e3ce3fefab253ce4e18e24c84eea6ba59e478cf0cb299aa52870e1967864c1b0,9071429419eb91b36253124cb32ffe3549129460152e02d13a682058e4cbcf4e
06-tbt-library/tbt-22-01-confined-space-entry-v1-0-draft.docx,tbt-22-01-confined-space-entry,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,88e7409cb29aa0ed4df54044a30381d216efd43a1c30d98aaa14235efee6b92c,f48c3653dc5c27f55556579f04686841aaa53b2716795b100914fec0b5d91b13
06-tbt-library/tbt-22-02-pipe-testing-and-pressurization-v1-0-draft.docx,tbt-22-02-pipe-testing-and-pressurization,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,2aec75882f47a058cf936a1f07140889f45402eacb23308a541392f74ffbaeef,f934b32f2081044879030b01d83f7e2f324d46a3b47791f153343268e45b23dd
06-tbt-library/tbt-22-03-soldering-and-brazing-fire-watch-v1-0-draft.docx,tbt-22-03-soldering-and-brazing-fire-watch,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,1504da8e7ca0ea7e96f3fe35c9f3d31978c7732ea5ec74b09568dc830e979253,167c16abec197780a7320702a28bb0c8e7e8c20f4e35865da2420251a2639ba7
06-tbt-library/tbt-22-04-cast-iron-pipe-cutting-and-snapping-v1-0-draft.docx,tbt-22-04-cast-iron-pipe-cutting-and-snapping,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,89de445480fa4cca1164e199b25cfed5b8bda222620ddcb048e59497ca40007b,67dd2961e2c23fac046b1a1efae260add86874fbe046ce6dbd2c2b36c07fcf40
06-tbt-library/tbt-23-01-hvac-rigging-and-roof-installations-v1-0-draft.docx,tbt-23-01-hvac-rigging-and-roof-installations,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,aab3a20215a1bec8b64c0fdad92ada65eb8729303a3891e7ecc2f72067899ced,4a1d4f6b4b75765f7cd08cca8734909a6a5bcbbe912b2b84a22c9c1685de4329
06-tbt-library/tbt-23-02-ductwork-hoisting-and-overhead-assembly-v1-0-draft.docx,tbt-23-02-ductwork-hoisting-and-overhead-assembly,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,3a6ad24b4f408c2ce14886cef8024cfd3c51bed04d58318c095b8c9a9fad723e,7847a274444bff2f8077907b2377d46dd0e344906fc7f20e766ecf613a96f471
06-tbt-library/tbt-23-03-refrigerant-handling-and-brazing-v1-0-draft.docx,tbt-23-03-refrigerant-handling-and-brazing,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,d2703d94ed7a1a5f763b3edd0540d0c34f0fe908450e610e848a44da3b20ec9f,53379ce15ec2d2f42aa0c71ef8ba0aec9229ad76c556224993a8da0a1d379092
06-tbt-library/tbt-25-01-control-panel-installation-and-low-voltage-v1-0-draft.docx,tbt-25-01-control-panel-installation-and-low-voltage,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,4e185bee9c8b325f89a478adf9554cca8fc7ea7f7e5f89758e0daf9912bf97f3,452d9865619c4d09a23011d7e3903be787c3f7deccc83b492abde26180f1c343
06-tbt-library/tbt-26-01-electrical-safety-and-loto-v1-0-draft.docx,tbt-26-01-electrical-safety-and-loto,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,d8be03245cfa6b4ebaa203a20eb825fa7a69780997548df8db54b5861aa6929c,80fc3e486eef767aaf8b3e6d9da18a9112092f4fd8f1d04db9d48c3301bed951
06-tbt-library/tbt-26-02-arc-flash-and-energized-work-v1-0-draft.docx,tbt-26-02-arc-flash-and-energized-work,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,704b06c63d3747c93d456b00d1fba3e3e4dde5f2f6a2c85089d8b65b1dbebec6,0a7fc6237e48aef0c42a149585a530d6ac86bf5828255b104a9b58340371c025
06-tbt-library/tbt-26-03-temporary-lighting-and-gfci-protection-v1-0-draft.docx,tbt-26-03-temporary-lighting-and-gfci-protection,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,343e029f2fbba78423195cc417da692aa14225ef8ec63996464ff020d29502a3,29d7cecdf541606b7d5de630efbde9baa23646b970932117885a70c29dd373a7
06-tbt-library/tbt-26-04-underground-conduit-and-duct-banks-v1-0-draft.docx,tbt-26-04-underground-conduit-and-duct-banks,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,cc8bfda954f60c0b4a71b9ab513d51a3899555a346910efe728bfe54f23c4e76,f66dc1b891251dfcb4317b3866dd76363fda07f5c53a7888cde6352ef44e90e1
06-tbt-library/tbt-26-05-switchgear-installation-and-phasing-v1-0-draft.docx,tbt-26-05-switchgear-installation-and-phasing,,NOT_ESTABLISHED,,06-tbt-library,1.0,DRAFT,NOT_SUPERSEDED,NOT_APPLICABLE,ACTIVE,YES,YES,2,Page X of Y,TBT,Safety Department,2.2-development,Build Manifest controlled,fd1c58911ac0dfaf72f82ad52372520c16864b5cb741260d1dea52eeaf70e24c,63720c62a23a7e409af24b2b4ab30b0bc5dd7e538621709fc1868734ccc87b34
