inventoryRecordId,documentId,documentIdStatus,title,filenameStem,version,lifecycleStatus,controlStatus,category,package,legacySourceArchive,legacySourceMember,legacyPublisher,adaptationMethod,sourceTextCopied,qrRequired,qrTargetStatus,schemaVersion
legacy-tbt-062,,MANAGEMENT_REVIEW,"Utility Hazards, Underground & Overhead",tbt-source-062-utility-hazards-underground-and-overhead-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Equipment and Mobile Operations,06-tbt-library,Tool Box Talks.zip,"Reagan/English Safety Meetings Outlines/062-Utility Hazards, Underground & Overhead.pdf","Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-063,,MANAGEMENT_REVIEW,Underground Utilities,tbt-source-063-underground-utilities-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/063-Underground Utilities.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-064,,MANAGEMENT_REVIEW,First Aid,tbt-source-064-first-aid-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/064-First Aid.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-065,,MANAGEMENT_REVIEW,First Aid Kits,tbt-source-065-first-aid-kits-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/065-First Aid Kits.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-066,,MANAGEMENT_REVIEW,First Aid For Eye Injuries,tbt-source-066-first-aid-for-eye-injuries-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/066-First Aid For Eye Injuries.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-067,,MANAGEMENT_REVIEW,"Preventing Cuts, It's all in your hands",tbt-source-067-preventing-cuts-it-s-all-in-your-hands-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,"Reagan/English Safety Meetings Outlines/067-Preventing Cuts, It's all in your hands.pdf","Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-068,,MANAGEMENT_REVIEW,It's Just A Little Cut,tbt-source-068-it-s-just-a-little-cut-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/068-It's Just A Little Cut.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-069,,MANAGEMENT_REVIEW,What To Do When Someone Is Injured,tbt-source-069-what-to-do-when-someone-is-injured-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/069-What To Do When Someone Is Injured.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-070,,MANAGEMENT_REVIEW,Bloodborne Pathogens,tbt-source-070-bloodborne-pathogens-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/070-Bloodborne Pathogens.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-071,,MANAGEMENT_REVIEW,Burns I,tbt-source-071-burns-i-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Fire and Emergency,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/071-Burns I.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-072,,MANAGEMENT_REVIEW,Burns II,tbt-source-072-burns-ii-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Fire and Emergency,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/072-Burns II.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-073,,MANAGEMENT_REVIEW,Prompt Care Can Prevent Infection,tbt-source-073-prompt-care-can-prevent-infection-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/073-Prompt Care Can Prevent Infection.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-074,,MANAGEMENT_REVIEW,Plan Safety Into Your Day,tbt-source-074-plan-safety-into-your-day-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/074-Plan Safety Into Your Day.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-075,,MANAGEMENT_REVIEW,Housekeeping I,tbt-source-075-housekeeping-i-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/075-Housekeeping I.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-076,,MANAGEMENT_REVIEW,Housekeeping II,tbt-source-076-housekeeping-ii-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/076-Housekeeping II.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-077,,MANAGEMENT_REVIEW,Accident Investigation,tbt-source-077-accident-investigation-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/077-Accident Investigation.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-078,,MANAGEMENT_REVIEW,A Safe State Of Mind,tbt-source-078-a-safe-state-of-mind-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/078-A Safe State Of Mind.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-079,,MANAGEMENT_REVIEW,Save Attitudes Save Lives,tbt-source-079-save-attitudes-save-lives-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/079-Save Attitudes Save Lives.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-080,,MANAGEMENT_REVIEW,Supervisor For The Day,tbt-source-080-supervisor-for-the-day-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/080-Supervisor For The Day.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-081,,MANAGEMENT_REVIEW,Your Safety Attitude,tbt-source-081-your-safety-attitude-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/081-Your Safety Attitude.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-082,,MANAGEMENT_REVIEW,First Day On The Job I,tbt-source-082-first-day-on-the-job-i-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/082-First Day On The Job I.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-083,,MANAGEMENT_REVIEW,First Day On The Job II,tbt-source-083-first-day-on-the-job-ii-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/083-First Day On The Job II.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-084,,MANAGEMENT_REVIEW,Harassment & Discrimination,tbt-source-084-harassment-and-discrimination-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/084-Harrasment & Discrimination.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-085,,MANAGEMENT_REVIEW,Bad Habits & How To Change Them,tbt-source-085-bad-habits-and-how-to-change-them-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/085-Bad Habits & How To Change Them.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-086,,MANAGEMENT_REVIEW,Unsafe Acts,tbt-source-086-unsafe-acts-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/086-Unsafe Acts.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-087,,MANAGEMENT_REVIEW,Horseplay,tbt-source-087-horseplay-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/087-Horseplay.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-088,,MANAGEMENT_REVIEW,"Practical Jokes, Games & Contests",tbt-source-088-practical-jokes-games-and-contests-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,"Reagan/English Safety Meetings Outlines/088-Practical Jokes, Games & Contests.pdf","Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-089,,MANAGEMENT_REVIEW,Stress Management,tbt-source-089-stress-management-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/089-Stress Management.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-090,,MANAGEMENT_REVIEW,"Partners In Safety, Your Coworkers & You",tbt-source-090-partners-in-safety-your-coworkers-and-you-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,"Reagan/English Safety Meetings Outlines/090-Partners In Safety, Your Coworkers & You.pdf","Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-091,,MANAGEMENT_REVIEW,MSDS I,tbt-source-091-msds-i-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Electrical and Hazard Communication,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/091-MSDS I.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-092,,MANAGEMENT_REVIEW,MSDS II,tbt-source-092-msds-ii-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Electrical and Hazard Communication,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/092-MSDS II.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-093,,MANAGEMENT_REVIEW,Hazardous Materials,tbt-source-093-hazardous-materials-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Electrical and Hazard Communication,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/093-Hazardus Materials.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-094,,MANAGEMENT_REVIEW,Electrical Safety I,tbt-source-094-electrical-safety-i-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Electrical and Hazard Communication,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/094- Electrical Safety I.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-095,,MANAGEMENT_REVIEW,Electrical Safety II,tbt-source-095-electrical-safety-ii-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Electrical and Hazard Communication,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/095-Electrical Safety II.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-096,,MANAGEMENT_REVIEW,Grounding Portable Electric Tools,tbt-source-096-grounding-portable-electric-tools-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Tools and Hot Work,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/096-Grounding Portable Electric Tools.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-097,,MANAGEMENT_REVIEW,Extend Your Knowledge of Extension Cord Safety,tbt-source-097-extend-your-knowledge-of-extension-cord-safety-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Electrical and Hazard Communication,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/097-Extend Your Knowledge of Extension Cord Safety.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-098,,MANAGEMENT_REVIEW,Distractions,tbt-source-098-distractions-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/098-Distractions.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-099,,MANAGEMENT_REVIEW,Protecting The Public,tbt-source-099-protecting-the-public-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/099-Protecting The Public.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-100,,MANAGEMENT_REVIEW,Kids & Construction,tbt-source-100-kids-and-construction-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/100-Kids & Construction.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-101,,MANAGEMENT_REVIEW,A Rock & A Hard Place,tbt-source-101-a-rock-and-a-hard-place-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/101-A Rock & A Hard Place.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-102,,MANAGEMENT_REVIEW,Don't Make These Mistakes,tbt-source-102-don-t-make-these-mistakes-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/102-Don't Make These Mistakes.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-103,,MANAGEMENT_REVIEW,Housekeeping & Cleanliness,tbt-source-103-housekeeping-and-cleanliness-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/103-Housekeeping & Cleanlines.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-104,,MANAGEMENT_REVIEW,Safety Never Takes A Break,tbt-source-104-safety-never-takes-a-break-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/104-Safety Never Takes A Break.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-105,,MANAGEMENT_REVIEW,Cell Phones,tbt-source-105-cell-phones-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/105-Cell Phones.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-106,,MANAGEMENT_REVIEW,Safe & Sober,tbt-source-106-safe-and-sober-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/106-Safe & Sober.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-107,,MANAGEMENT_REVIEW,Substance Abuse,tbt-source-107-substance-abuse-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/107-Substance Abuse.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-108,,MANAGEMENT_REVIEW,Security & Theft Protection,tbt-source-108-security-and-theft-protection-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Work Controls,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/108-Security & Theft Protection.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-109,,MANAGEMENT_REVIEW,Hot Weather Safety,tbt-source-109-hot-weather-safety-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Weather and Environmental Exposure,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/109-Hot Weather Safety.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-110,,MANAGEMENT_REVIEW,Be Cool This Summer,tbt-source-110-be-cool-this-summer-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,General Construction Safety,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/110-Be Cool This Summer.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-111,,MANAGEMENT_REVIEW,Severe Weather,tbt-source-111-severe-weather-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Weather and Environmental Exposure,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/111-Severe Weather.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-112,,MANAGEMENT_REVIEW,Storm Watch Be Prepared,tbt-source-112-storm-watch-be-prepared-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Weather and Environmental Exposure,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/112-Storm Watch Be Prepared.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-113,,MANAGEMENT_REVIEW,"Wind, Rain & Lightning",tbt-source-113-wind-rain-and-lightning-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Weather and Environmental Exposure,06-tbt-library,Tool Box Talks.zip,"Reagan/English Safety Meetings Outlines/113-Wind, Rain & Lightning.pdf","Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-114,,MANAGEMENT_REVIEW,Cold Weather Safety,tbt-source-114-cold-weather-safety-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Weather and Environmental Exposure,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/114-Cold Weather Safety.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-115,,MANAGEMENT_REVIEW,Cold Weather,tbt-source-115-cold-weather-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Weather and Environmental Exposure,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/115-Cold Weather.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-116,,MANAGEMENT_REVIEW,Skin Cancer,tbt-source-116-skin-cancer-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Health and First Aid,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/116-Skin Cancer.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-117,,MANAGEMENT_REVIEW,Stay Cool When It's Hot,tbt-source-117-stay-cool-when-it-s-hot-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Weather and Environmental Exposure,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/117-Stay Cool When It's Hot.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-118,,MANAGEMENT_REVIEW,Staying Cool In Hot Weather,tbt-source-118-staying-cool-in-hot-weather-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Weather and Environmental Exposure,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/118-Staying Cool In Hot Weather.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-119,,MANAGEMENT_REVIEW,Ergonomics I,tbt-source-119-ergonomics-i-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/119-Ergonomics I.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-120,,MANAGEMENT_REVIEW,Ergonomics II,tbt-source-120-ergonomics-ii-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/120- Ergonomics II.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-121,,MANAGEMENT_REVIEW,Proper Lifting Techniques,tbt-source-121-proper-lifting-techniques-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/121-Proper Lifting Techniques.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
legacy-tbt-122,,MANAGEMENT_REVIEW,Give Your Back A Break,tbt-source-122-give-your-back-a-break-v3-0-draft,3.0,DRAFT,NOT_CONTROLLED,Ergonomics and Material Handling,06-tbt-library,Tool Box Talks.zip,Reagan/English Safety Meetings Outlines/122-Give Your Back A Break.pdf,"Safety Meeting Outlines, Inc.",TOPIC_HEADING_ONLY_ORIGINAL_MH_CONTENT,NO,YES,NOT_ESTABLISHED,2.2-development
